"path","area","classification","official_bundle_member","reserved_file","concept","extension_file","active_documentation","archived","tracked_before_phase6","changed_since_baseline","validation_status","notes"
"okf/history/phase-01.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/history/phase-02.md","official-okf","OKF Concept","true","false","true","false","false","false","true","true","PASS","Only historical reference path text was corrected; semantic knowledge unchanged."
"okf/history/phase-03.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/history/phase-04.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/history/phase-05.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/history/phase-06.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/history/phase-07.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/history/phase-08.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/index.md","official-okf","OKF reserved index.md","true","true","false","false","false","false","true","false","PASS","Optional under OKF v0.2; validated when present."
"okf/operations/index.md","official-okf","OKF reserved index.md","true","true","false","false","false","false","true","false","PASS","Optional under OKF v0.2; validated when present."
"okf/operations/migration.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/operations/observability.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/operations/packaging.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/product/index.md","official-okf","OKF reserved index.md","true","true","false","false","false","false","true","false","PASS","Optional under OKF v0.2; validated when present."
"okf/product/overview.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/recovery/artifact-checkpoints.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/recovery/checkpoint-recovery.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/recovery/completed-output.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/recovery/fencing.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/recovery/heartbeats.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/recovery/index.md","official-okf","OKF reserved index.md","true","true","false","false","false","false","true","false","PASS","Optional under OKF v0.2; validated when present."
"okf/recovery/leases.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/recovery/partial-files.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/recovery/pause-resume.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/recovery/run-control.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/security/index.md","official-okf","OKF reserved index.md","true","true","false","false","false","false","true","false","PASS","Optional under OKF v0.2; validated when present."
"okf/security/runtime-network.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/security/security-boundaries.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/testing/index.md","official-okf","OKF reserved index.md","true","true","false","false","false","false","true","false","PASS","Optional under OKF v0.2; validated when present."
"okf/testing/test-strategy.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/workflow/index.md","official-okf","OKF reserved index.md","true","true","false","false","false","false","true","false","PASS","Optional under OKF v0.2; validated when present."
"okf/workflow/job-attempts.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/workflow/job-state-machine.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/workflow/queue.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/workflow/rendering.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/workflow/scope-engine.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/workflow/site-profile.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"package-lock.json","supporting-runtime","supporting-runtime","false","false","false","false","false","false","true","false","PASS",""
"package.json","supporting-runtime","supporting-runtime","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/conformance-invalid/empty-type/concept.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/conformance-invalid/malformed-directory-index/area/index.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/conformance-invalid/malformed-log/log.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/conformance-invalid/malformed-root-index/index.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/conformance-invalid/missing-frontmatter/concept.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/conformance-valid/minimal-without-index/concept.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/conformance-valid/unknown-fields/concept.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/conformance-valid/unknown-type/concept.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/conformance-valid/with-root-index/concept.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/conformance-valid/with-root-index/index.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/extension/README.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/official-valid/area/index.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/official-valid/concept.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/official-valid/index.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/official-valid/log.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/provenance/immutable-github-url/concept.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/provenance/missing-commit-path/concept.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/provenance/missing-commit/concept.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/provenance/mutable-github-url/concept.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/quality/README.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/references/broken-link/concept.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/references/scope-descriptor/concept.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/fixtures/references/traversal/concept.md","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/layered-validator.test.ts","focused-tests","focused-tests","false","false","false","false","false","false","true","false","PASS",""
"tests/okf/strict-validator.test.ts","focused-tests","focused-tests","false","false","false","false","false","false","true","true","PASS",""
"tests/okf/validator.test.ts","focused-tests","focused-tests","false","false","false","false","false","false","true","true","PASS",""
"tools/docs/validate.mjs","supporting-runtime","supporting-runtime","false","false","false","false","false","false","true","true","PASS",""
"tools/okf/README.md","validator","validator","false","false","false","false","true","false","true","true","PASS","In active maintainer or validation scope."
"tools/okf/cli.mjs","validator","validator","false","false","false","false","true","false","true","false","PASS","In active maintainer or validation scope."
"tools/okf/diagnostics.mjs","validator","validator","false","false","false","false","true","false","true","false","PASS","In active maintainer or validation scope."
"tools/okf/discovery.mjs","validator","validator","false","false","false","false","true","false","true","false","PASS","In active maintainer or validation scope."
"tools/okf/extension.mjs","validator","validator","false","false","false","false","true","false","true","false","PASS","In active maintainer or validation scope."
"tools/okf/frontmatter.mjs","validator","validator","false","false","false","false","true","false","true","false","PASS","In active maintainer or validation scope."
"tools/okf/migrate.mjs","validator","validator","false","false","false","false","true","false","true","true","PASS","In active maintainer or validation scope."
"tools/okf/official.mjs","validator","validator","false","false","false","false","true","false","true","false","PASS","In active maintainer or validation scope."
"tools/okf/paths.mjs","validator","validator","false","false","false","false","true","false","true","false","PASS","In active maintainer or validation scope."
"tools/okf/policy.mjs","validator","validator","false","false","false","false","true","false","true","false","PASS","In active maintainer or validation scope."
"tools/okf/provenance.mjs","validator","validator","false","false","false","false","true","false","true","false","PASS","In active maintainer or validation scope."
"tools/okf/references.mjs","validator","validator","false","false","false","false","true","false","true","false","PASS","In active maintainer or validation scope."
"tools/okf/validate-all.mjs","validator","validator","false","false","false","false","true","false","true","false","PASS","In active maintainer or validation scope."
"tools/okf/validate.mjs","validator","validator","false","false","false","false","true","false","true","false","PASS","In active maintainer or validation scope."
"tools/quality/shared.mjs","supporting-runtime","supporting-runtime","false","false","false","false","false","false","true","false","PASS",""
